Raters,Set,Emotion,Stimulus,Accuracy,Shared
Online,Google,Fearful,fearful40,0,0
Online,Google,Fearful,fearful41,0.285714286,0
Online,Google,Fearful,fearful43,0,0
Online,Google,Fearful,fearful44,0.222222222,0
Online,Google,Fearful,fearful45,0.111111111,0
Online,Google,Fearful,fearful46,0,0
Online,Google,Fearful,fearful47,0.142857143,0
Online,Google,Fearful,fearful48,0.125,0
Online,Google,Fearful,fearful49,0.4375,0
Online,Google,Fearful,fearful5,0.666666667,0
Online,Google,Fearful,fearful50,0,0
Online,Google,Fearful,fearful51,0,0
Online,Google,Fearful,fearful52,0.222222222,0
Online,Google,Fearful,fearful53,0,0
Online,Google,Fearful,fearful54,0,0
Online,Google,Fearful,fearful56,0.555555556,0
Online,Google,Fearful,fearful57,0,0
Online,Google,Fearful,fearful58,0.111111111,0
Online,Google,Fearful,fearful59,0.0625,0
Online,Google,Fearful,fearful60,0,0
Online,Google,Fearful,fearful61,0,0
Online,Google,Fearful,fearful62,0,0
Online,Google,Fearful,fearful63,0.454545455,0
Online,Google,Fearful,fearful65,0.0625,0
Online,Google,Fearful,fearful66,0.428571429,0
Online,Google,Fearful,fearful67,0.166666667,0
Online,Google,Fearful,fearful68,0.5,0
Online,Google,Fearful,fearful69,0,0
Online,Google,Fearful,fearful70,0,0
Online,Google,Fearful,fearful71,0.125,0
Online,Google,Fearful,fearful72,0.142857143,0
Online,Google,Fearful,fearful73,0.2,0
Online,Google,Fearful,fearful74,0.363636364,0
Online,Google,Fearful,fearful75,0.666666667,0
Online,Google,Fearful,fearful76,0.625,0
Online,Google,Fearful,fearful78,0,0
Online,Google,Fearful,fearful79,0.285714286,0
Online,Google,Fearful,fearful80,0,0
Online,Google,Fearful,fearful81,0.090909091,0
Online,Google,Fearful,fearful82,0.2,0
Online,Google,Fearful,fearful83,0.857142857,0
Online,Google,Fearful,fearful84,0.571428571,0
Online,Google,Fearful,fearful85,0,0
Online,Google,Fearful,fearful86,0,0
Online,Google,Fearful,fearful87,1,0
Online,Google,Fearful,fearful89,0.428571429,0
Online,Google,Fearful,fearful91,0.333333333,0
Online,Google,Fearful,fearful92,0.3,0
Online,Google,Fearful,fearful93,0.166666667,0
Online,Google,Fearful,fearful95,0,0
Online,Google,Fearful,fearful96,0,0
Online,Google,Fearful,fearful97,0.666666667,0
Online,Google,Fearful,fearful98,0,0
Online,Google,Fearful,fearful99,0.5,0
Live,CAFE,Fearful,fearfulopen_F-AA-01,0.61,0
Live,CAFE,Fearful,fearfulopen_F-AA-02,0.23,0
Live,CAFE,Fearful,fearfulopen_F-AA-03,0.27,1
Online,CAFE,Fearful,fearfulopen_F-AA-03,0.285714286,1
Live,CAFE,Fearful,fearfulopen_F-AA-04,0.5,1
Online,CAFE,Fearful,fearfulopen_F-AA-04,0.333333333,1
Live,CAFE,Fearful,fearfulopen_F-AA-06,0.53,0
Live,CAFE,Fearful,fearfulopen_F-AA-09,0.39,0
Live,CAFE,Fearful,fearfulopen_F-AA-10,0.5,1
Online,CAFE,Fearful,fearfulopen_F-AA-10,0.714285714,1
Live,CAFE,Fearful,fearfulopen_F-AA-12,0.31,1
Online,CAFE,Fearful,fearfulopen_F-AA-12,0.142857143,1
Live,CAFE,Fearful,fearfulopen_F-AA-13,0.38,0
Live,CAFE,Fearful,fearfulopen_F-AA-15,0.58,0
Live,CAFE,Fearful,fearfulopen_F-AS-02,0.17,0
Live,CAFE,Fearful,fearfulopen_F-AS-03,0.24,0
Live,CAFE,Fearful,fearfulopen_F-AS-04,0.44,1
Online,CAFE,Fearful,fearfulopen_F-AS-04,0.2,1
Live,CAFE,Fearful,fearfulopen_F-AS-07,0.46,1
Online,CAFE,Fearful,fearfulopen_F-AS-07,0.125,1
Live,CAFE,Fearful,fearfulopen_F-AS-09,0.34,0
Live,CAFE,Fearful,fearfulopen_F-EA-05,0.34,0
Live,CAFE,Fearful,fearfulopen_F-EA-12,0.49,0
Live,CAFE,Fearful,fearfulopen_F-EA-13,0.42,0
Live,CAFE,Fearful,fearfulopen_F-EA-15,0.37,0
Live,CAFE,Fearful,fearfulopen_F-EA-19b,0.58,0
Live,CAFE,Fearful,fearfulopen_F-EA-22,0.26,1
Online,CAFE,Fearful,fearfulopen_F-EA-22,0.2,1
Live,CAFE,Fearful,fearfulopen_F-EA-23,0.13,0
Live,CAFE,Fearful,fearfulopen_F-EA-24,0.37,0
Live,CAFE,Fearful,fearfulopen_F-EA-25,0.53,0
Live,CAFE,Fearful,fearfulopen_F-EA-26,0.32,0
Live,CAFE,Fearful,fearfulopen_F-EA-28,0.58,0
Live,CAFE,Fearful,fearfulopen_F-EA-30,0.77,1
Online,CAFE,Fearful,fearfulopen_F-EA-30,0.857142857,1
Live,CAFE,Fearful,fearfulopen_F-EA-32,0.4,0
Live,CAFE,Fearful,fearfulopen_F-EA-33,0.36,0
Live,CAFE,Fearful,fearfulopen_F-EA-38,0.27,1
Online,CAFE,Fearful,fearfulopen_F-EA-38,0,1
Live,CAFE,Fearful,fearfulopen_F-EA-41,0.12,0
Live,CAFE,Fearful,fearfulopen_F-EA-42,0.49,1
Online,CAFE,Fearful,fearfulopen_F-EA-42,0.5,1
Live,CAFE,Fearful,fearfulopen_F-LA-01,0.38,0
Live,CAFE,Fearful,fearfulopen_F-LA-06,0.28,1
Online,CAFE,Fearful,fearfulopen_F-LA-06,0.222222222,1
Live,CAFE,Fearful,fearfulopen_F-LA-10,0.24,0
Live,CAFE,Fearful,fearfulopen_F-LA-12,0.28,1
Online,CAFE,Fearful,fearfulopen_F-LA-12,0.111111111,1
Live,CAFE,Fearful,fearfulopen_F-SA-01,0.45,1
Online,CAFE,Fearful,fearfulopen_F-SA-01,0.222222222,1
Live,CAFE,Fearful,fearfulopen_F-SA-02,0.38,0
Live,CAFE,Fearful,fearfulopen_F-SA-03,0.29,1
Online,CAFE,Fearful,fearfulopen_F-SA-03,0.222222222,1
Live,CAFE,Fearful,fearfulopen_F-SA-04,0.69,1
Online,CAFE,Fearful,fearfulopen_F-SA-04,0.222222222,1
Live,CAFE,Fearful,fearfulopen_F-SA-08,0.48,1
Online,CAFE,Fearful,fearfulopen_F-SA-08,0.222222222,1
Live,CAFE,Fearful,fearfulopen_M-AA-03,0.23,0
Live,CAFE,Fearful,fearfulopen_M-AA-07,0.13,0
Live,CAFE,Fearful,fearfulopen_M-AA-08,0.55,0
Live,CAFE,Fearful,fearfulopen_M-AA-09,0.36,0
Live,CAFE,Fearful,fearfulopen_M-AS-02,0.52,0
Live,CAFE,Fearful,fearfulopen_M-AS-04,0.66,1
Online,CAFE,Fearful,fearfulopen_M-AS-04,0.571428571,1
Live,CAFE,Fearful,fearfulopen_M-EA-02,0.25,0
Live,CAFE,Fearful,fearfulopen_M-EA-06b,0.23,0
Live,CAFE,Fearful,fearfulopen_M-EA-18,0.27,1
Online,CAFE,Fearful,fearfulopen_M-EA-18,0.125,1
Live,CAFE,Fearful,fearfulopen_M-EA-20,0.4,0
Live,CAFE,Fearful,fearfulopen_M-EA-21,0.19,0
Live,CAFE,Fearful,fearfulopen_M-EA-25,0.4,0
Live,CAFE,Fearful,fearfulopen_M-EA-26,0.31,1
Online,CAFE,Fearful,fearfulopen_M-EA-26,0,1
Live,CAFE,Fearful,fearfulopen_M-EA-29,0.45,1
Online,CAFE,Fearful,fearfulopen_M-EA-29,0.125,1
Live,CAFE,Fearful,fearfulopen_M-EA-37,0.74,1
Online,CAFE,Fearful,fearfulopen_M-EA-37,0.5,1
Live,CAFE,Fearful,fearfulopen_M-EA-38,0.31,1
Online,CAFE,Fearful,fearfulopen_M-EA-38,0.090909091,1
Live,CAFE,Fearful,fearfulopen_M-LA-03,0.29,1
Online,CAFE,Fearful,fearfulopen_M-LA-03,0.125,1
Live,CAFE,Fearful,fearfulopen_M-LA-04,0.34,0
Live,CAFE,Fearful,fearfulopen_M-LA-05,0.31,1
Online,CAFE,Fearful,fearfulopen_M-LA-05,0.333333333,1
Live,CAFE,Fearful,fearfulopen_M-LA-10,0.32,0
Online,Google,Happy,happy_1,1,0
Online,Emoji,Happy,happy_emoji,0.93258427,0
Live,CAFE,Happy,happy_F-AA-01,0.88,1
Online,CAFE,Happy,happy_F-AA-01,0.909090909,1
Live,CAFE,Happy,happy_F-AA-02,0.94,0
Live,CAFE,Happy,happy_F-AA-03,0.98,1
Online,CAFE,Happy,happy_F-AA-03,0.909090909,1
Live,CAFE,Happy,happy_F-AA-04,0.93,0
Live,CAFE,Happy,happy_F-AA-06,0.94,0
Live,CAFE,Happy,happy_F-AA-07,0.94,0
Live,CAFE,Happy,happy_F-AA-08,0.93,1
Online,CAFE,Happy,happy_F-AA-08,0.9,1
Live,CAFE,Happy,happy_F-AA-09,0.94,0
Live,CAFE,Happy,happy_F-AA-10,0.93,0
Live,CAFE,Happy,happy_F-AA-11,0.95,0
Live,CAFE,Happy,happy_F-AA-12,0.96,0
Live,CAFE,Happy,happy_F-AA-13,0.94,0
Live,CAFE,Happy,happy_F-AA-14,0.87,1
Online,CAFE,Happy,happy_F-AA-14,1,1
Live,CAFE,Happy,happy_F-AA-15,0.96,0
Live,CAFE,Happy,happy_F-AA-16,0.94,1
Online,CAFE,Happy,happy_F-AA-16,0.818181818,1
Live,CAFE,Happy,happy_F-AS-01,0.93,1
Online,CAFE,Happy,happy_F-AS-01,1,1
Live,CAFE,Happy,happy_F-AS-02,0.92,0
Live,CAFE,Happy,happy_F-AS-04,0.94,0
Live,CAFE,Happy,happy_F-AS-06,0.92,0
Live,CAFE,Happy,happy_F-AS-08,0.89,0
Live,CAFE,Happy,happy_F-AS-09,0.93,1
Online,CAFE,Happy,happy_F-AS-09,0.777777778,1
Live,CAFE,Happy,happy_F-EA-03,0.94,0
Live,CAFE,Happy,happy_F-EA-05b,0.96,0
Live,CAFE,Happy,happy_F-EA-06,0.94,0
Live,CAFE,Happy,happy_F-EA-07,0.89,0
Live,CAFE,Happy,happy_F-EA-08,0.93,1
Online,CAFE,Happy,happy_F-EA-08,1,1
Live,CAFE,Happy,happy_F-EA-11,0.97,1
Online,CAFE,Happy,happy_F-EA-11,1,1
Live,CAFE,Happy,happy_F-EA-12,0.91,0
Live,CAFE,Happy,happy_F-EA-14,0.93,1
Online,CAFE,Happy,happy_F-EA-14,0.875,1
Live,CAFE,Happy,happy_F-EA-15,0.94,0
Live,CAFE,Happy,happy_F-EA-16,0.96,0
Live,CAFE,Happy,happy_F-EA-17,0.92,0
Live,CAFE,Happy,happy_F-EA-19,0.95,0
Live,CAFE,Happy,happy_F-EA-20,0.95,0
Live,CAFE,Happy,happy_F-EA-21,0.95,0
Live,CAFE,Happy,happy_F-EA-25,0.96,0
Live,CAFE,Happy,happy_F-EA-27,0.95,0
Live,CAFE,Happy,happy_F-EA-29,0.96,0
Live,CAFE,Happy,happy_F-EA-32,0.93,1
Online,CAFE,Happy,happy_F-EA-32,0.8125,1
Live,CAFE,Happy,happy_F-EA-33,0.94,0
Live,CAFE,Happy,happy_F-EA-34,0.96,0
Live,CAFE,Happy,happy_F-EA-36,0.95,0
Live,CAFE,Happy,happy_F-EA-37,0.94,0
Live,CAFE,Happy,happy_F-EA-38,0.93,1
Online,CAFE,Happy,happy_F-EA-38,0.857142857,1
Live,CAFE,Happy,happy_F-EA-39,0.92,0
Live,CAFE,Happy,happy_F-EA-40,0.96,1
Online,CAFE,Happy,happy_F-EA-40,1,1
Live,CAFE,Happy,happy_F-EA-41,0.93,1
Online,CAFE,Happy,happy_F-EA-41,0.8,1
Live,CAFE,Happy,happy_F-LA-02,0.92,0
Live,CAFE,Happy,happy_F-LA-04,0.92,0
Live,CAFE,Happy,happy_F-LA-05,0.94,0
Live,CAFE,Happy,happy_F-LA-06,0.95,0
Live,CAFE,Happy,happy_F-LA-07,0.87,1
Online,CAFE,Happy,happy_F-LA-07,1,1
Live,CAFE,Happy,happy_F-LA-08,0.89,0
Live,CAFE,Happy,happy_F-LA-09,0.92,0
Live,CAFE,Happy,happy_F-LA-10,0.96,1
Online,CAFE,Happy,happy_F-LA-10,1,1
Live,CAFE,Happy,happy_F-LA-11,0.94,0
Live,CAFE,Happy,happy_F-LA-12,0.94,0
Live,CAFE,Happy,happy_F-LA-13,0.96,1
Online,CAFE,Happy,happy_F-LA-13,1,1
Live,CAFE,Happy,happy_F-PI-01,0.93,0
Live,CAFE,Happy,happy_F-SA-01,0.91,0
Live,CAFE,Happy,happy_F-SA-02,0.95,0
Live,CAFE,Happy,happy_F-SA-03,0.88,1
Online,CAFE,Happy,happy_F-SA-03,0.909090909,1
Live,CAFE,Happy,happy_F-SA-04,0.93,0
Live,CAFE,Happy,happy_F-SA-05,0.94,0
Live,CAFE,Happy,happy_F-SA-06,0.91,0
Live,CAFE,Happy,happy_F-SA-07,0.93,1
Online,CAFE,Happy,happy_F-SA-07,0.888888889,1
Live,CAFE,Happy,happy_F-SA-08,0.91,0
Live,CAFE,Happy,happy_F-SA-09,0.94,0
Live,CAFE,Happy,happy_F-SA-10,0.88,1
Online,CAFE,Happy,happy_F-SA-10,1,1
Live,CAFE,Happy,happy_M-AA-02,0.91,0
Live,CAFE,Happy,happy_M-AA-03,0.96,1
Online,CAFE,Happy,happy_M-AA-03,0.888888889,1
Live,CAFE,Happy,happy_M-AA-04,0.9,0
Live,CAFE,Happy,happy_M-AA-05,0.93,0
Live,CAFE,Happy,happy_M-AA-06,0.93,0
Live,CAFE,Happy,happy_M-AA-07,0.97,1
Online,CAFE,Happy,happy_M-AA-07,1,1
Live,CAFE,Happy,happy_M-AA-08,0.93,0
Live,CAFE,Happy,happy_M-AA-09,0.97,1
Online,CAFE,Happy,happy_M-AA-09,1,1
Live,CAFE,Happy,happy_M-AA-11,0.97,1
Online,CAFE,Happy,happy_M-AA-11,1,1
Live,CAFE,Happy,happy_M-AS-01,0.92,0
Live,CAFE,Happy,happy_M-AS-01-2,0.72,0
Live,CAFE,Happy,happy_M-AS-03,0.87,1
Online,CAFE,Happy,happy_M-AS-03,1,1
Live,CAFE,Happy,happy_M-AS-04,0.96,1
Online,CAFE,Happy,happy_M-AS-04,0.9,1
Live,CAFE,Happy,happy_M-AS-05,0.93,1
Online,CAFE,Happy,happy_M-AS-05,1,1
Live,CAFE,Happy,happy_M-AS-06,0.92,0
Live,CAFE,Happy,happy_M-AS-07,0.97,1
Online,CAFE,Happy,happy_M-AS-07,0.8125,1
Live,CAFE,Happy,happy_M-EA-01,0.9,0
Live,CAFE,Happy,happy_M-EA-03,0.96,1
Online,CAFE,Happy,happy_M-EA-03,0.888888889,1
Live,CAFE,Happy,happy_M-EA-04,0.94,0
Live,CAFE,Happy,happy_M-EA-04-2,0.94,0
Live,CAFE,Happy,happy_M-EA-06,0.93,1
Online,CAFE,Happy,happy_M-EA-06,1,1
Live,CAFE,Happy,happy_M-EA-06b-2,0.95,0
Live,CAFE,Happy,happy_M-EA-07,0.98,1
Online,CAFE,Happy,happy_M-EA-07,0.857142857,1
Live,CAFE,Happy,happy_M-EA-08,0.93,1
Online,CAFE,Happy,happy_M-EA-08,1,1
Live,CAFE,Happy,happy_M-EA-09,0.92,0
Live,CAFE,Happy,happy_M-EA-10,0.93,1
Online,CAFE,Happy,happy_M-EA-10,1,1
Live,CAFE,Happy,happy_M-EA-14,0.95,0
Live,CAFE,Happy,happy_M-EA-15,0.95,0
Live,CAFE,Happy,happy_M-EA-16,0.94,0
Live,CAFE,Happy,happy_M-EA-17,0.95,0
Live,CAFE,Happy,happy_M-EA-18,0.92,0
Live,CAFE,Happy,happy_M-EA-19,0.94,0
Live,CAFE,Happy,happy_M-EA-20,0.96,1
Online,CAFE,Happy,happy_M-EA-20,1,1
Live,CAFE,Happy,happy_M-EA-21,0.97,1
Online,CAFE,Happy,happy_M-EA-21,1,1
Live,CAFE,Happy,happy_M-EA-22,0.94,0
Live,CAFE,Happy,happy_M-EA-24,0.95,0
Live,CAFE,Happy,happy_M-EA-25,0.92,0
Live,CAFE,Happy,happy_M-EA-26,0.87,0
Live,CAFE,Happy,happy_M-EA-27,0.96,0
Live,CAFE,Happy,happy_M-EA-28,0.97,1
Online,CAFE,Happy,happy_M-EA-28,1,1
Live,CAFE,Happy,happy_M-EA-30,0.94,0
Live,CAFE,Happy,happy_M-EA-34,0.93,1
Online,CAFE,Happy,happy_M-EA-34,1,1
Live,CAFE,Happy,happy_M-EA-35,0.92,0
Live,CAFE,Happy,happy_M-LA-01,0.96,1
Online,CAFE,Happy,happy_M-LA-01,0.9,1
Live,CAFE,Happy,happy_M-LA-03,0.89,0
Live,CAFE,Happy,happy_M-LA-04,0.93,1
Online,CAFE,Happy,happy_M-LA-04,1,1
Live,CAFE,Happy,happy_M-LA-05,0.98,1
Online,CAFE,Happy,happy_M-LA-05,0.909090909,1
Live,CAFE,Happy,happy_M-LA-06,0.93,1
Online,CAFE,Happy,happy_M-LA-06,1,1
Live,CAFE,Happy,happy_M-LA-08,0.9,0
Live,CAFE,Happy,happy_M-LA-09,0.89,0
Live,CAFE,Happy,happy_M-LA-10,0.94,0
Online,Google,Happy,happy10,1,0
Online,Google,Happy,happy101,1,0
Online,Google,Happy,happy11,0.888888889,0
Online,Google,Happy,happy12,0.9,0
Online,Google,Happy,happy13,1,0
Online,Google,Happy,happy14,1,0
Online,Google,Happy,happy15,0.857142857,0
Online,Google,Happy,happy16,0.833333333,0
Online,Google,Happy,happy17,0.888888889,0
Online,Google,Happy,happy18,0.909090909,0
Online,Google,Happy,happy19,0.75,0
Online,Google,Happy,happy2,1,0
Online,Google,Happy,happy20,1,0
Online,Google,Happy,happy21,1,0
Online,Google,Happy,happy23,0.8125,0
Online,Google,Happy,happy24,1,0
Online,Google,Happy,happy25,0.875,0
Online,Google,Happy,happy26,0.666666667,0
Online,Google,Happy,happy27,0.857142857,0
Online,Google,Happy,happy28,0.875,0
Online,Google,Happy,happy29,1,0
Online,Google,Happy,happy3,1,0
Online,Google,Happy,happy30,1,0
Online,Google,Happy,happy31,0.888888889,0
Online,Google,Happy,happy33,1,0
Online,Google,Happy,happy35,0.909090909,0
Online,Google,Happy,happy37,1,0
Online,Google,Happy,happy39,1,0
Online,Google,Happy,happy4,1,0
Online,Google,Happy,happy41,0.777777778,0
Online,Google,Happy,happy42,1,0
Online,Google,Happy,happy45,1,0
Online,Google,Happy,happy46,0.833333333,0
Online,Google,Happy,happy47,0.8125,0
Online,Google,Happy,happy48,0.428571429,0
Online,Google,Happy,happy49,0.636363636,0
Online,Google,Happy,happy50,1,0
Online,Google,Happy,happy51,0.6875,0
Online,Google,Happy,happy52,1,0
Online,Google,Happy,happy53,1,0
Online,Google,Happy,happy55,0.9,0
Online,Google,Happy,happy56,0.6,0
Online,Google,Happy,happy57,1,0
Online,Google,Happy,happy59,1,0
Online,Google,Happy,happy6,1,0
Online,Google,Happy,happy60,1,0
Online,Google,Happy,happy61,0.909090909,0
Online,Google,Happy,happy64,1,0
Online,Google,Happy,happy65,1,0
Online,Google,Happy,happy68,0.857142857,0
Online,Google,Happy,happy7,0.9,0
Online,Google,Happy,happy70,1,0
Online,Google,Happy,happy71,0.909090909,0
Online,Google,Happy,happy72,0.625,0
Online,Google,Happy,happy73,1,0
Online,Google,Happy,happy75,1,0
Online,Google,Happy,happy76,0.8125,0
Online,Google,Happy,happy78,0.833333333,0
Online,Google,Happy,happy79,0.833333333,0
Online,Google,Happy,happy80,1,0
Online,Google,Happy,happy81,1,0
Online,Google,Happy,happy82,1,0
Online,Google,Happy,happy83,0.888888889,0
Online,Google,Happy,happy85,0.8125,0
Online,Google,Happy,happy86,1,0
Online,Google,Happy,happy88,0.875,0
Online,Google,Happy,happy89,1,0
Online,Google,Happy,happy90,0.833333333,0
Online,Google,Happy,happy91,0.833333333,0
Online,Google,Happy,happy92,0.75,0
Online,Google,Happy,happy93,1,0
Online,Google,Happy,happy94,1,0
Online,Google,Happy,happy95,0.909090909,0
Online,Google,Happy,happy98,0.833333333,0
Online,Google,Happy,happy99,1,0
Live,CAFE,Happy,happyopen_F-AA-01,0.71,0
Live,CAFE,Happy,happyopen_F-AA-02,0.9,0
Live,CAFE,Happy,happyopen_F-AA-03,0.94,1
Online,CAFE,Happy,happyopen_F-AA-03,1,1
Live,CAFE,Happy,happyopen_F-AA-05,0.79,0
Live,CAFE,Happy,happyopen_F-AA-06,0.7,0
Live,CAFE,Happy,happyopen_F-AA-07,0.74,0
Live,CAFE,Happy,happyopen_F-AA-08,0.65,0
Live,CAFE,Happy,happyopen_F-AA-09,0.66,0
Live,CAFE,Happy,happyopen_F-AA-10,0.56,0
Live,CAFE,Happy,happyopen_F-AA-11,0.74,0
Live,CAFE,Happy,happyopen_F-AA-12,0.87,1
Online,CAFE,Happy,happyopen_F-AA-12,1,1
Live,CAFE,Happy,happyopen_F-AA-13,0.92,0
Live,CAFE,Happy,happyopen_F-AA-16,0.83,1
Online,CAFE,Happy,happyopen_F-AA-16,1,1
Live,CAFE,Happy,happyopen_F-AS-01,0.94,0
Live,CAFE,Happy,happyopen_F-AS-02,0.95,0
Live,CAFE,Happy,happyopen_F-AS-09,0.37,0
Live,CAFE,Happy,happyopen_F-EA-01,0.75,0
Live,CAFE,Happy,happyopen_F-EA-03,0.8,0
Live,CAFE,Happy,happyopen_F-EA-04,0.77,0
Live,CAFE,Happy,happyopen_F-EA-06,0.92,0
Live,CAFE,Happy,happyopen_F-EA-08,0.77,0
Live,CAFE,Happy,happyopen_F-EA-11,0.49,0
Live,CAFE,Happy,happyopen_F-EA-12,0.36,0
Live,CAFE,Happy,happyopen_F-EA-14,0.89,0
Live,CAFE,Happy,happyopen_F-EA-15,0.93,1
Online,CAFE,Happy,happyopen_F-EA-15,0.75,1
Live,CAFE,Happy,happyopen_F-EA-16,0.54,0
Live,CAFE,Happy,happyopen_F-EA-17,0.92,0
Live,CAFE,Happy,happyopen_F-EA-18,0.97,1
Online,CAFE,Happy,happyopen_F-EA-18,0.9375,1
Live,CAFE,Happy,happyopen_F-EA-21,0.77,0
Live,CAFE,Happy,happyopen_F-EA-22,0.72,0
Live,CAFE,Happy,happyopen_F-EA-25,0.81,1
Online,CAFE,Happy,happyopen_F-EA-25,1,1
Live,CAFE,Happy,happyopen_F-EA-27,0.84,1
Online,CAFE,Happy,happyopen_F-EA-27,1,1
Live,CAFE,Happy,happyopen_F-EA-29,0.22,0
Live,CAFE,Happy,happyopen_F-EA-30,0.93,1
Online,CAFE,Happy,happyopen_F-EA-30,0.666666667,1
Live,CAFE,Happy,happyopen_F-EA-31,0.72,0
Live,CAFE,Happy,happyopen_F-EA-32,0.34,0
Live,CAFE,Happy,happyopen_F-EA-33,0.64,0
Live,CAFE,Happy,happyopen_F-EA-34,0.88,0
Live,CAFE,Happy,happyopen_F-EA-36,0.65,0
Live,CAFE,Happy,happyopen_F-EA-37,0.84,1
Online,CAFE,Happy,happyopen_F-EA-37,0.777777778,1
Live,CAFE,Happy,happyopen_F-EA-39,0.94,0
Live,CAFE,Happy,happyopen_F-EA-40,0.53,0
Live,CAFE,Happy,happyopen_F-EA-41,0.95,0
Live,CAFE,Happy,happyopen_F-EA-42,0.84,1
Online,CAFE,Happy,happyopen_F-EA-42,0.8125,1
Live,CAFE,Happy,happyopen_F-LA-02,0.94,0
Live,CAFE,Happy,happyopen_F-LA-04,0.9,0
Live,CAFE,Happy,happyopen_F-LA-05,0.62,0
